: chemical element names
Ga gallium S sulfur
Ga gallium Sb antimony
Ga gallium Sc scandium
Ga gallium Se selenium
Ga gallium Sg seaborgium
Ga gallium Si silicon
Ga gallium Sm samarium
Ga gallium Sn tin
Ga gallium Sr strontium
Ga gallium Ta tantalum
Ga gallium Tb terbium
Ga gallium Tc technetium
Ga gallium Te tellurium
Ga gallium Th thorium
Ga gallium Ti titanium
Ga gallium Tl thallium
Ga gallium Tm thulium
Ga gallium Ts tennessine
Ga gallium U uranium
Ga gallium Uue ununennium
Ga gallium V vanadium
Ga gallium W tungsten
Ga gallium Xe xenon
Ga gallium Y yttrium
Ga gallium Yb ytterbium
Ga gallium Zn zinc
Ga gallium Zr zirconium
Gd gadolinium Ac actinium
Gd gadolinium Ag silver
Gd gadolinium Al aluminium
Gd gadolinium Am americium
Gd gadolinium Ar argon
Gd gadolinium As arsenic
Gd gadolinium At astatine
Gd gadolinium Au gold
Gd gadolinium B boron
Gd gadolinium Ba barium
Gd gadolinium Be beryllium
Gd gadolinium Bh bohrium
Gd gadolinium Bi bismuth
Gd gadolinium Bk berkelium
Gd gadolinium Br bromine
Gd gadolinium C carbon
Gd gadolinium Ca calcium
Gd gadolinium Cd cadmium
Gd gadolinium Ce cerium
Gd gadolinium Cf californium
Gd gadolinium Cl chlorine
Gd gadolinium Cm curium
Gd gadolinium Cn copernicium
Gd gadolinium Co cobalt
Gd gadolinium Cr chromium
Gd gadolinium Cs cesium
Gd gadolinium Cu copper
Gd gadolinium Db dubnium
Gd gadolinium Ds darmstadtium
Gd gadolinium Dy dysprosium
Gd gadolinium Er erbium
Gd gadolinium Es einsteinium
Gd gadolinium Eu europium
Gd gadolinium F fluorine
Gd gadolinium Fe iron
Gd gadolinium Fl flerovium
Gd gadolinium Fm fermium
Gd gadolinium Fr francium
Gd gadolinium Ga gallium
Gd gadolinium Ge germanium
Gd gadolinium H hydrogen
Gd gadolinium He helium
Gd gadolinium Hf hafnium
Gd gadolinium Hg mercury
Gd gadolinium Ho holmium
Gd gadolinium Hs hassium
Gd gadolinium I iodine
Gd gadolinium In indium
Gd gadolinium Ir iridium
Gd gadolinium K potassium
Gd gadolinium Kr krypton
Gd gadolinium La lanthanum
Gd gadolinium Li lithium
Gd gadolinium Lr lawrencium
Gd gadolinium Lu lutetium
Gd gadolinium Lv livermorium
Gd gadolinium Mc moscovium
Gd gadolinium Md mendelevium
Gd gadolinium Mg magnesium
Gd gadolinium Mn manganese
Gd gadolinium Mo molybdenum
Gd gadolinium Mt meitnerium
Gd gadolinium N nitrogen
Gd gadolinium Na sodium
Gd gadolinium Nb niobium
Gd gadolinium Nd neodymium
Gd gadolinium Ne neon
Gd gadolinium Nh nihonium
Gd gadolinium Ni nickel
Gd gadolinium No nobelium
Gd gadolinium Np neptunium
Gd gadolinium O oxygen
Gd gadolinium Og oganesson
Gd gadolinium Os osmium
Gd gadolinium P phosphorus
Gd gadolinium Pa protactinium
Gd gadolinium Pb lead
Gd gadolinium Pd palladium
Gd gadolinium Pm promethium
Gd gadolinium Po polonium
Gd gadolinium Pr praseodymium
Gd gadolinium Pt platinum
Gd gadolinium Pu plutonium
Gd gadolinium Ra radium
Gd gadolinium Rb rubidium
Gd gadolinium Re rhenium
Gd gadolinium Rf rutherfordium
Gd gadolinium Rg roentgenium
Gd gadolinium Rh rhodium
Gd gadolinium Rn radon
Gd gadolinium Ru ruthenium
Gd gadolinium S sulfur
Gd gadolinium Sb antimony
Gd gadolinium Sc scandium
Gd gadolinium Se selenium
Gd gadolinium Sg seaborgium
Gd gadolinium Si silicon
Gd gadolinium Sm samarium
Gd gadolinium Sn tin
Gd gadolinium Sr strontium
Gd gadolinium Ta tantalum
Gd gadolinium Tb terbium
Gd gadolinium Tc technetium
Gd gadolinium Te tellurium
Gd gadolinium Th thorium
Gd gadolinium Ti titanium
Gd gadolinium Tl thallium
Gd gadolinium Tm thulium
Gd gadolinium Ts tennessine
Gd gadolinium U uranium
Gd gadolinium Uue ununennium
Gd gadolinium V vanadium
Gd gadolinium W tungsten
Gd gadolinium Xe xenon
Gd gadolinium Y yttrium
Gd gadolinium Yb ytterbium
Gd gadolinium Zn zinc
Gd gadolinium Zr zirconium
Ge germanium Ac actinium
Ge germanium Ag silver
Ge germanium Al aluminium
Ge germanium Am americium
Ge germanium Ar argon
Ge germanium As arsenic
Ge germanium At astatine
Ge germanium Au gold
Ge germanium B boron
Ge germanium Ba barium
Ge germanium Be beryllium
Ge germanium Bh bohrium
Ge germanium Bi bismuth
Ge germanium Bk berkelium
Ge germanium Br bromine
Ge germanium C carbon
Ge germanium Ca calcium
Ge germanium Cd cadmium
Ge germanium Ce cerium
Ge germanium Cf californium
Ge germanium Cl chlorine
Ge germanium Cm curium
Ge germanium Cn copernicium
Ge germanium Co cobalt
Ge germanium Cr chromium
Ge germanium Cs cesium
Ge germanium Cu copper
Ge germanium Db dubnium
Ge germanium Ds darmstadtium
Ge germanium Dy dysprosium
Ge germanium Er erbium
Ge germanium Es einsteinium
Ge germanium Eu europium
Ge germanium F fluorine
Ge germanium Fe iron
Ge germanium Fl flerovium
Ge germanium Fm fermium
Ge germanium Fr francium
Ge germanium Ga gallium
Ge germanium Gd gadolinium
Ge germanium H hydrogen
Ge germanium He helium
Ge germanium Hf hafnium
Ge germanium Hg mercury
Ge germanium Ho holmium
Ge germanium Hs hassium
Ge germanium I iodine
Ge germanium In indium
Ge germanium Ir iridium
Ge germanium K potassium
Ge germanium Kr krypton
Ge germanium La lanthanum
Ge germanium Li lithium
Ge germanium Lr lawrencium
Ge germanium Lu lutetium
Ge germanium Lv livermorium
Ge germanium Mc moscovium
Ge germanium Md mendelevium
Ge germanium Mg magnesium
Ge germanium Mn manganese
Ge germanium Mo molybdenum
Ge germanium Mt meitnerium
Ge germanium N nitrogen
Ge germanium Na sodium
Ge germanium Nb niobium
Ge germanium Nd neodymium
Ge germanium Ne neon
Ge germanium Nh nihonium
Ge germanium Ni nickel
Ge germanium No nobelium
Ge germanium Np neptunium
Ge germanium O oxygen
Ge germanium Og oganesson
Ge germanium Os osmium
Ge germanium P phosphorus
Ge germanium Pa protactinium
Ge germanium Pb lead
Ge germanium Pd palladium
Ge germanium Pm promethium
Ge germanium Po polonium
Ge germanium Pr praseodymium
Ge germanium Pt platinum
Ge germanium Pu plutonium
Ge germanium Ra radium
Ge germanium Rb rubidium
Ge germanium Re rhenium
Ge germanium Rf rutherfordium
Ge germanium Rg roentgenium
Ge germanium Rh rhodium
Ge germanium Rn radon
Ge germanium Ru ruthenium
Ge germanium S sulfur
Ge germanium Sb antimony
Ge germanium Sc scandium
Ge germanium Se selenium
Ge germanium Sg seaborgium
Ge germanium Si silicon
Ge germanium Sm samarium
Ge germanium Sn tin
Ge germanium Sr strontium
Ge germanium Ta tantalum
Ge germanium Tb terbium
Ge germanium Tc technetium
Ge germanium Te tellurium
Ge germanium Th thorium
Ge germanium Ti titanium
Ge germanium Tl thallium
Ge germanium Tm thulium
Ge germanium Ts tennessine
Ge germanium U uranium
Ge germanium Uue ununennium
Ge germanium V vanadium
Ge germanium W tungsten
Ge germanium Xe xenon
Ge germanium Y yttrium
Ge germanium Yb ytterbium
Ge germanium Zn zinc
Ge germanium Zr zirconium
H hydrogen Ac actinium
H hydrogen Ag silver
H hydrogen Al aluminium
H hydrogen Am americium
H hydrogen Ar argon
H hydrogen As arsenic
H hydrogen At astatine
H hydrogen Au gold
H hydrogen B boron
H hydrogen Ba barium
H hydrogen Be beryllium
H hydrogen Bh bohrium
H hydrogen Bi bismuth
H hydrogen Bk berkelium
H hydrogen Br bromine
H hydrogen C carbon
H hydrogen Ca calcium
H hydrogen Cd cadmium
H hydrogen Ce cerium
H hydrogen Cf californium
H hydrogen Cl chlorine
H hydrogen Cm curium
H hydrogen Cn copernicium
H hydrogen Co cobalt
H hydrogen Cr chromium
H hydrogen Cs cesium
H hydrogen Cu copper
H hydrogen Db dubnium
H hydrogen Ds darmstadtium
H hydrogen Dy dysprosium
H hydrogen Er erbium
H hydrogen Es einsteinium
H hydrogen Eu europium
H hydrogen F fluorine
H hydrogen Fe iron
H hydrogen Fl flerovium
H hydrogen Fm fermium
H hydrogen Fr francium
H hydrogen Ga gallium
H hydrogen Gd gadolinium
H hydrogen Ge germanium
H hydrogen He helium
H hydrogen Hf hafnium
H hydrogen Hg mercury
H hydrogen Ho holmium
H hydrogen Hs hassium
H hydrogen I iodine
H hydrogen In indium
H hydrogen Ir iridium
H hydrogen K potassium
H hydrogen Kr krypton
H hydrogen La lanthanum
H hydrogen Li lithium
H hydrogen Lr lawrencium
H hydrogen Lu lutetium
H hydrogen Lv livermorium
H hydrogen Mc moscovium
H hydrogen Md mendelevium
H hydrogen Mg magnesium
H hydrogen Mn manganese
H hydrogen Mo molybdenum
H hydrogen Mt meitnerium
H hydrogen N nitrogen
H hydrogen Na sodium
H hydrogen Nb niobium
H hydrogen Nd neodymium
H hydrogen Ne neon
H hydrogen Nh nihonium
H hydrogen Ni nickel
H hydrogen No nobelium
H hydrogen Np neptunium
H hydrogen O oxygen
H hydrogen Og oganesson
H hydrogen Os osmium
H hydrogen P phosphorus
H hydrogen Pa protactinium
H hydrogen Pb lead
H hydrogen Pd palladium
H hydrogen Pm promethium
H hydrogen Po polonium
H hydrogen Pr praseodymium
H hydrogen Pt platinum
H hydrogen Pu plutonium
H hydrogen Ra radium
H hydrogen Rb rubidium
H hydrogen Re rhenium
H hydrogen Rf rutherfordium
H hydrogen Rg roentgenium
H hydrogen Rh rhodium
H hydrogen Rn radon
H hydrogen Ru ruthenium
H hydrogen S sulfur
H hydrogen Sb antimony
H hydrogen Sc scandium
H hydrogen Se selenium
H hydrogen Sg seaborgium
H hydrogen Si silicon
H hydrogen Sm samarium
H hydrogen Sn tin
H hydrogen Sr strontium
H hydrogen Ta tantalum
H hydrogen Tb terbium
H hydrogen Tc technetium
H hydrogen Te tellurium
H hydrogen Th thorium
H hydrogen Ti titanium
H hydrogen Tl thallium
H hydrogen Tm thulium
H hydrogen Ts tennessine
H hydrogen U uranium
H hydrogen Uue ununennium
H hydrogen V vanadium
H hydrogen W tungsten
H hydrogen Xe xenon
H hydrogen Y yttrium
H hydrogen Yb ytterbium
H hydrogen Zn zinc
H hydrogen Zr zirconium
He helium Ac actinium
He helium Ag silver
He helium Al aluminium
He helium Am americium
He helium Ar argon
He helium As arsenic
He helium At astatine
He helium Au gold
He helium B boron
He helium Ba barium
He helium Be beryllium
He helium Bh bohrium
He helium Bi bismuth
He helium Bk berkelium
He helium Br bromine
He helium C carbon
He helium Ca calcium
He helium Cd cadmium
He helium Ce cerium
He helium Cf californium
He helium Cl chlorine
He helium Cm curium
He helium Cn copernicium
He helium Co cobalt
He helium Cr chromium
He helium Cs cesium
He helium Cu copper
He helium Db dubnium
He helium Ds darmstadtium
He helium Dy dysprosium
He helium Er erbium
He helium Es einsteinium
He helium Eu europium
He helium F fluorine
He helium Fe iron
He helium Fl flerovium
He helium Fm fermium
He helium Fr francium
He helium Ga gallium
He helium Gd gadolinium
He helium Ge germanium
He helium H hydrogen
He helium Hf hafnium
He helium Hg mercury
He helium Ho holmium
He helium Hs hassium
He helium I iodine
He helium In indium
He helium Ir iridium
He helium K potassium
He helium Kr krypton
He helium La lanthanum
He helium Li lithium
He helium Lr lawrencium
He helium Lu lutetium
He helium Lv livermorium
He helium Mc moscovium
He helium Md mendelevium
He helium Mg magnesium
He helium Mn manganese
He helium Mo molybdenum
He helium Mt meitnerium
He helium N nitrogen
He helium Na sodium
He helium Nb niobium
He helium Nd neodymium
He helium Ne neon
He helium Nh nihonium
He helium Ni nickel
He helium No nobelium
He helium Np neptunium
He helium O oxygen
He helium Og oganesson
He helium Os osmium
He helium P phosphorus
He helium Pa protactinium
He helium Pb lead
He helium Pd palladium
He helium Pm promethium
He helium Po polonium
He helium Pr praseodymium
He helium Pt platinum
He helium Pu plutonium
He helium Ra radium
He helium Rb rubidium
He helium Re rhenium
He helium Rf rutherfordium
He helium Rg roentgenium
He helium Rh rhodium
He helium Rn radon
He helium Ru ruthenium
He helium S sulfur
He helium Sb antimony
He helium Sc scandium
He helium Se selenium
He helium Sg seaborgium
He helium Si silicon
He helium Sm samarium
He helium Sn tin
He helium Sr strontium
He helium Ta tantalum
He helium Tb terbium
He helium Tc technetium
He helium Te tellurium
He helium Th thorium
He helium Ti titanium
He helium Tl thallium
He helium Tm thulium
He helium Ts tennessine
He helium U uranium
He helium Uue ununennium
He helium V vanadium
He helium W tungsten
He helium Xe xenon
He helium Y yttrium
He helium Yb ytterbium
He helium Zn zinc
He helium Zr zirconium
Hf hafnium Ac actinium
Hf hafnium Ag silver
Hf hafnium Al aluminium
Hf hafnium Am americium
Hf hafnium Ar argon
Hf hafnium As arsenic
Hf hafnium At astatine
Hf hafnium Au gold
Hf hafnium B boron
Hf hafnium Ba barium
Hf hafnium Be beryllium
Hf hafnium Bh bohrium
Hf hafnium Bi bismuth
Hf hafnium Bk berkelium
Hf hafnium Br bromine
Hf hafnium C carbon
Hf hafnium Ca calcium
Hf hafnium Cd cadmium
Hf hafnium Ce cerium
Hf hafnium Cf californium
Hf hafnium Cl chlorine
Hf hafnium Cm curium
Hf hafnium Cn copernicium
Hf hafnium Co cobalt
Hf hafnium Cr chromium
Hf hafnium Cs cesium
Hf hafnium Cu copper
Hf hafnium Db dubnium
Hf hafnium Ds darmstadtium
Hf hafnium Dy dysprosium
Hf hafnium Er erbium
Hf hafnium Es einsteinium
Hf hafnium Eu europium
Hf hafnium F fluorine
Hf hafnium Fe iron
Hf hafnium Fl flerovium
Hf hafnium Fm fermium
Hf hafnium Fr francium
Hf hafnium Ga gallium
Hf hafnium Gd gadolinium
Hf hafnium Ge germanium
Hf hafnium H hydrogen
Hf hafnium He helium
Hf hafnium Hg mercury
Hf hafnium Ho holmium
Hf hafnium Hs hassium
Hf hafnium I iodine
Hf hafnium In indium
Hf hafnium Ir iridium
Hf hafnium K potassium
Hf hafnium Kr krypton
Hf hafnium La lanthanum
Hf hafnium Li lithium
Hf hafnium Lr lawrencium
Hf hafnium Lu lutetium
Hf hafnium Lv livermorium
Hf hafnium Mc moscovium
Hf hafnium Md mendelevium
Hf hafnium Mg magnesium
Hf hafnium Mn manganese
Hf hafnium Mo molybdenum
Hf hafnium Mt meitnerium
Hf hafnium N nitrogen
Hf hafnium Na sodium
Hf hafnium Nb niobium
Hf hafnium Nd neodymium
Hf hafnium Ne neon
Hf hafnium Nh nihonium
Hf hafnium Ni nickel
Hf hafnium No nobelium
Hf hafnium Np neptunium
Hf hafnium O oxygen
Hf hafnium Og oganesson
Hf hafnium Os osmium
Hf hafnium P phosphorus
Hf hafnium Pa protactinium
Hf hafnium Pb lead
Hf hafnium Pd palladium
Hf hafnium Pm promethium
Hf hafnium Po polonium
Hf hafnium Pr praseodymium
Hf hafnium Pt platinum
Hf hafnium Pu plutonium
Hf hafnium Ra radium
Hf hafnium Rb rubidium
Hf hafnium Re rhenium
Hf hafnium Rf rutherfordium
Hf hafnium Rg roentgenium
Hf hafnium Rh rhodium
Hf hafnium Rn radon
Hf hafnium Ru ruthenium
Hf hafnium S sulfur
Hf hafnium Sb antimony
Hf hafnium Sc scandium
Hf hafnium Se selenium
Hf hafnium Sg seaborgium
Hf hafnium Si silicon
Hf hafnium Sm samarium
Hf hafnium Sn tin
Hf hafnium Sr strontium
Hf hafnium Ta tantalum
Hf hafnium Tb terbium
Hf hafnium Tc technetium
Hf hafnium Te tellurium
Hf hafnium Th thorium
Hf hafnium Ti titanium
Hf hafnium Tl thallium
Hf hafnium Tm thulium
Hf hafnium Ts tennessine
Hf hafnium U uranium
Hf hafnium Uue ununennium
Hf hafnium V vanadium
Hf hafnium W tungsten
Hf hafnium Xe xenon
Hf hafnium Y yttrium
Hf hafnium Yb ytterbium
Hf hafnium Zn zinc
Hf hafnium Zr zirconium
Hg mercury Ac actinium
Hg mercury Ag silver
Hg mercury Al aluminium
Hg mercury Am americium
Hg mercury Ar argon
Hg mercury As arsenic
Hg mercury At astatine
Hg mercury Au gold
Hg mercury B boron
Hg mercury Ba barium
Hg mercury Be beryllium
Hg mercury Bh bohrium
Hg mercury Bi bismuth
Hg mercury Bk berkelium
Hg mercury Br bromine
Hg mercury C carbon
Hg mercury Ca calcium
Hg mercury Cd cadmium
Hg mercury Ce cerium
Hg mercury Cf californium
Hg mercury Cl chlorine
Hg mercury Cm curium
Hg mercury Cn copernicium
Hg mercury Co cobalt
Hg mercury Cr chromium
Hg mercury Cs cesium
Hg mercury Cu copper
Hg mercury Db dubnium
Hg mercury Ds darmstadtium
Hg mercury Dy dysprosium
Hg mercury Er erbium
Hg mercury Es einsteinium
Hg mercury Eu europium
Hg mercury F fluorine
Hg mercury Fe iron
Hg mercury Fl flerovium
Hg mercury Fm fermium
Hg mercury Fr francium
Hg mercury Ga gallium
Hg mercury Gd gadolinium
Hg mercury Ge germanium
Hg mercury H hydrogen
Hg mercury He helium
Hg mercury Hf hafnium
Hg mercury Ho holmium
Hg mercury Hs hassium
Hg mercury I iodine
Hg mercury In indium
Hg mercury Ir iridium
Hg mercury K potassium
Hg mercury Kr krypton
Hg mercury La lanthanum
Hg mercury Li lithium
Hg mercury Lr lawrencium
Hg mercury Lu lutetium
Hg mercury Lv livermorium
Hg mercury Mc moscovium
Hg mercury Md mendelevium
Hg mercury Mg magnesium
Hg mercury Mn manganese
Hg mercury Mo molybdenum
Hg mercury Mt meitnerium
Hg mercury N nitrogen
Hg mercury Na sodium
Hg mercury Nb niobium
Hg mercury Nd neodymium
Hg mercury Ne neon
Hg mercury Nh nihonium
Hg mercury Ni nickel
Hg mercury No nobelium
Hg mercury Np neptunium
Hg mercury O oxygen
Hg mercury Og oganesson
Hg mercury Os osmium
Hg mercury P phosphorus
Hg mercury Pa protactinium
Hg mercury Pb lead
Hg mercury Pd palladium
Hg mercury Pm promethium
Hg mercury Po polonium
Hg mercury Pr praseodymium
Hg mercury Pt platinum
Hg mercury Pu plutonium
Hg mercury Ra radium
Hg mercury Rb rubidium
Hg mercury Re rhenium
Hg mercury Rf rutherfordium
Hg mercury Rg roentgenium
Hg mercury Rh rhodium
Hg mercury Rn radon
Hg mercury Ru ruthenium
Hg mercury S sulfur
Hg mercury Sb antimony
Hg mercury Sc scandium
Hg mercury Se selenium
Hg mercury Sg seaborgium
Hg mercury Si silicon
Hg mercury Sm samarium
Hg mercury Sn tin
Hg mercury Sr strontium
Hg mercury Ta tantalum
Hg mercury Tb terbium
Hg mercury Tc technetium
Hg mercury Te tellurium
Hg mercury Th thorium
Hg mercury Ti titanium
Hg mercury Tl thallium
Hg mercury Tm thulium
Hg mercury Ts tennessine
Hg mercury U uranium
Hg mercury Uue ununennium
Hg mercury V vanadium
Hg mercury W tungsten
Hg mercury Xe xenon
Hg mercury Y yttrium
Hg mercury Yb ytterbium
Hg mercury Zn zinc
Hg mercury Zr zirconium
Ho holmium Ac actinium
Ho holmium Ag silver
Ho holmium Al aluminium
Ho holmium Am americium
Ho holmium Ar argon
Ho holmium As arsenic
Ho holmium At astatine
Ho holmium Au gold
Ho holmium B boron
Ho holmium Ba barium
Ho holmium Be beryllium
Ho holmium Bh bohrium
Ho holmium Bi bismuth
Ho holmium Bk berkelium
Ho holmium Br bromine
Ho holmium C carbon
Ho holmium Ca calcium
Ho holmium Cd cadmium
Ho holmium Ce cerium
Ho holmium Cf californium
Ho holmium Cl chlorine
Ho holmium Cm curium
Ho holmium Cn copernicium
Ho holmium Co cobalt
Ho holmium Cr chromium
Ho holmium Cs cesium
Ho holmium Cu copper
Ho holmium Db dubnium
Ho holmium Ds darmstadtium
Ho holmium Dy dysprosium
Ho holmium Er erbium
Ho holmium Es einsteinium
Ho holmium Eu europium
Ho holmium F fluorine
Ho holmium Fe iron
Ho holmium Fl flerovium
Ho holmium Fm fermium
Ho holmium Fr francium
Ho holmium Ga gallium
Ho holmium Gd gadolinium
Ho holmium Ge germanium
Ho holmium H hydrogen
Ho holmium He helium
Ho holmium Hf hafnium
Ho holmium Hg mercury
Ho holmium Hs hassium
Ho holmium I iodine
Ho holmium In indium
Ho holmium Ir iridium
Ho holmium K potassium
Ho holmium Kr krypton
Ho holmium La lanthanum
Ho holmium Li lithium
Ho holmium Lr lawrencium
Ho holmium Lu lutetium
Ho holmium Lv livermorium
Ho holmium Mc moscovium
Ho holmium Md mendelevium
Ho holmium Mg magnesium
Ho holmium Mn manganese
Ho holmium Mo molybdenum
Ho holmium Mt meitnerium
Ho holmium N nitrogen
Ho holmium Na sodium
Ho holmium Nb niobium
Ho holmium Nd neodymium
Ho holmium Ne neon
Ho holmium Nh nihonium
Ho holmium Ni nickel
Ho holmium No nobelium
Ho holmium Np neptunium
Ho holmium O oxygen
Ho holmium Og oganesson
Ho holmium Os osmium
Ho holmium P phosphorus
Ho holmium Pa protactinium
Ho holmium Pb lead
Ho holmium Pd palladium
Ho holmium Pm promethium
Ho holmium Po polonium
Ho holmium Pr praseodymium
Ho holmium Pt platinum
Ho holmium Pu plutonium
Ho holmium Ra radium
Ho holmium Rb rubidium
Ho holmium Re rhenium
Ho holmium Rf rutherfordium
Ho holmium Rg roentgenium
Ho holmium Rh rhodium
Ho holmium Rn radon
Ho holmium Ru ruthenium
Ho holmium S sulfur
Ho holmium Sb antimony
Ho holmium Sc scandium
Ho holmium Se selenium
Ho holmium Sg seaborgium
Ho holmium Si silicon
Ho holmium Sm samarium
Ho holmium Sn tin
Ho holmium Sr strontium
Ho holmium Ta tantalum
